index,rkPic,rkK0,numZ,isExc,Zonotope,ExtTable,Chambers
20,3,12,12,true,"{{2,1,1},{1,1,1},{0,1,1},{2,0,1},{1,0,1},{2,1,0},{0,0,1},{1,1,0},{2,0,0},{0,1,0},{1,0,0},{0,0,0}}","{{1,3,6,4,9,5,16,12,14,22,28,47},{0,1,3,1,4,1,9,5,5,12,14,28},{0,0,1,0,1,0,4,1,1,5,5,14},{0,0,0,1,3,1,6,3,5,6,12,22},{0,0,0,0,1,0,3,1,1,3,5,12},{0,0,0,0,0,1,0,3,4,6,9,16},{0,0,0,0,0,0,1,0,0,1,1,5},{0,0,0,0,0,0,0,1,1,3,4,9},{0,0,0,0,0,0,0,0,1,0,3,6},{0,0,0,0,0,0,0,0,0,1,1,4},{0,0,0,0,0,0,0,0,0,0,1,3},{0,0,0,0,0,0,0,0,0,0,0,1}}","({{1,0,0},{0,1,0},{-1,1,0},{0,0,1},{0,-1,1}},{{0,3,4},{2,3,4},{1,2,3},{0,1,3}},{1,2,3})"
21,3,12,13,false,"{{1,2,1},{1,1,1},{1,0,1},{0,2,1},{1,2,0},{0,1,1},{1,1,0},{1,-1,1},{0,0,1},{1,0,0},{0,2,0},{0,1,0},{0,0,0}}","{{1,3,6,4,4,9,9,10,16,16,13,25,41},{0,1,3,1,1,4,4,6,9,9,5,13,25},{0,0,1,0,0,1,1,3,4,4,1,5,13},{0,0,0,1,0,3,0,0,6,0,4,9,16},{0,0,0,0,1,0,3,0,0,6,4,9,16},{0,0,0,0,0,1,0,0,3,0,1,4,9},{0,0,0,0,0,0,1,0,0,3,1,4,9},{T^2,0,0,T^2,T^2,0,0,1,1,1,T^2,1,5},{0,0,0,0,0,0,0,0,1,0,0,1,4},{0,0,0,0,0,0,0,0,0,1,0,1,4},{0,0,0,0,0,0,0,0,0,0,1,3,6},{0,0,0,0,0,0,0,0,0,0,0,1,3},{0,0,0,0,0,0,0,0,0,0,0,0,1}}","({{1,0,0},{1,-1,0},{0,1,0},{0,0,1},{0,-1,1},{1,-1,1}},{{0,1,5},{0,2,3},{0,3,5},{1,4,5},{3,4,5}},{2,1,2})"
22,3,12,12,true,"{{1,2,1},{0,2,1},{1,1,1},{0,1,1},{1,2,0},{0,2,0},{1,0,1},{0,0,1},{1,1,0},{0,1,0},{1,0,0},{0,0,0}}","{{1,2,4,7,5,9,10,16,14,23,30,46},{0,1,1,4,1,5,4,10,5,14,14,30},{0,0,1,2,1,2,4,7,5,9,14,23},{0,0,0,1,0,1,1,4,1,5,5,14},{0,0,0,0,1,2,0,0,4,7,10,16},{0,0,0,0,0,1,0,0,1,4,4,10},{0,0,0,0,0,0,1,2,1,2,5,9},{0,0,0,0,0,0,0,1,0,1,1,5},{0,0,0,0,0,0,0,0,1,2,4,7},{0,0,0,0,0,0,0,0,0,1,1,4},{0,0,0,0,0,0,0,0,0,0,1,2},{0,0,0,0,0,0,0,0,0,0,0,1}}","({{1,0,0},{0,1,0},{-1,1,0},{0,0,1},{0,-1,1}},{{0,1,3},{1,2,3},{0,3,4},{2,3,4}},{1,2,3})"
23,3,12,12,true,"{{2,1,1},{2,1,0},{2,0,1},{1,1,1},{2,0,0},{1,1,0},{1,0,1},{0,1,1},{1,0,0},{0,1,0},{0,0,1},{0,0,0}}","{{1,2,3,5,5,9,12,15,19,25,31,47},{0,1,1,1,3,5,5,5,12,15,15,31},{0,0,1,1,2,2,5,5,9,9,15,25},{0,0,0,1,0,2,3,5,5,9,12,19},{0,0,0,0,1,1,1,1,5,5,5,15},{0,0,0,0,0,1,1,1,3,5,5,12},{0,0,0,0,0,0,1,1,2,2,5,9},{0,0,0,0,0,0,0,1,0,2,3,5},{0,0,0,0,0,0,0,0,1,1,1,5},{0,0,0,0,0,0,0,0,0,1,1,3},{0,0,0,0,0,0,0,0,0,0,1,2},{0,0,0,0,0,0,0,0,0,0,0,1}}","({{1,0,0},{1,-1,0},{0,1,0},{0,1,-1},{0,0,1}},{{0,2,3},{0,2,4},{0,1,4},{0,1,3}},{3,2,1})"
24,3,12,12,true,"{{2,1,1},{1,1,1},{2,1,0},{0,1,1},{1,1,0},{2,0,1},{0,1,0},{2,0,0},{1,0,1},{0,0,1},{1,0,0},{0,0,0}}","{{1,3,2,6,6,4,12,8,9,16,18,32},{0,1,0,3,2,1,6,2,4,9,8,18},{0,0,1,0,3,0,6,4,0,0,9,16},{0,0,0,1,0,0,2,0,1,4,2,8},{0,0,0,0,1,0,3,1,0,0,4,9},{0,0,0,0,0,1,0,2,3,6,6,12},{0,0,0,0,0,0,1,0,0,0,1,4},{0,0,0,0,0,0,0,1,0,0,3,6},{0,0,0,0,0,0,0,0,1,3,2,6},{0,0,0,0,0,0,0,0,0,1,0,2},{0,0,0,0,0,0,0,0,0,0,1,3},{0,0,0,0,0,0,0,0,0,0,0,1}}","({{1,0,0},{0,1,0},{-1,1,0},{0,0,1}},{{1,2,3},{0,1,3}},{1,2,1})"
25,3,12,12,true,"{{1,1,2},{1,0,2},{0,1,2},{1,1,1},{0,0,2},{0,1,1},{1,1,0},{1,0,1},{0,0,1},{1,0,0},{0,1,0},{0,0,0}}","{{1,2,2,3,4,6,6,6,12,12,12,24},{0,1,0,0,2,0,0,3,6,6,0,12},{0,0,1,0,2,3,0,0,6,0,6,12},{0,0,0,1,0,2,3,2,4,6,6,12},{0,0,0,0,1,0,0,0,3,0,0,6},{0,0,0,0,0,1,0,0,2,0,3,6},{0,0,0,0,0,0,1,0,0,2,2,4},{0,0,0,0,0,0,0,1,2,3,0,6},{0,0,0,0,0,0,0,0,1,0,0,3},{0,0,0,0,0,0,0,0,0,1,0,2},{0,0,0,0,0,0,0,0,0,0,1,2},{0,0,0,0,0,0,0,0,0,0,0,1}}","({{1,0,0},{0,1,0},{0,0,1}},{{0,1,2}},{1,1,1})"
26,3,12,12,true,"{{2,1,1},{2,0,1},{2,1,0},{1,1,1},{2,0,0},{1,0,1},{1,1,0},{0,1,1},{1,0,0},{0,0,1},{0,1,0},{0,0,0}}","{{1,2,2,4,4,8,7,10,14,20,16,32},{0,1,0,0,2,4,0,0,7,10,0,16},{0,0,1,1,2,2,4,4,8,8,10,20},{0,0,0,1,0,2,2,4,4,8,7,14},{0,0,0,0,1,1,0,0,4,4,0,10},{0,0,0,0,0,1,0,0,2,4,0,7},{0,0,0,0,0,0,1,1,2,2,4,8},{0,0,0,0,0,0,0,1,0,2,2,4},{0,0,0,0,0,0,0,0,1,1,0,4},{0,0,0,0,0,0,0,0,0,1,0,2},{0,0,0,0,0,0,0,0,0,0,1,2},{0,0,0,0,0,0,0,0,0,0,0,1}}","({{1,0,0},{0,1,0},{1,0,-1},{0,0,1}},{{0,1,2},{0,1,3}},{2,1,1})"
27,3,12,12,true,"{{2,1,1},{1,1,1},{2,0,1},{1,0,1},{0,1,1},{2,1,0},{0,0,1},{2,0,0},{1,1,0},{1,0,0},{0,1,0},{0,0,0}}","{{1,3,2,6,6,3,12,5,9,15,18,30},{0,1,0,2,3,0,6,0,3,5,9,15},{0,0,1,3,0,1,6,3,3,9,6,18},{0,0,0,1,0,0,3,0,1,3,3,9},{0,0,0,0,1,0,2,0,0,0,3,5},{0,0,0,0,0,1,0,2,3,6,6,12},{0,0,0,0,0,0,1,0,0,0,1,3},{0,0,0,0,0,0,0,1,0,3,0,6},{0,0,0,0,0,0,0,0,1,2,3,6},{0,0,0,0,0,0,0,0,0,1,0,3},{0,0,0,0,0,0,0,0,0,0,1,2},{0,0,0,0,0,0,0,0,0,0,0,1}}","({{1,0,0},{0,1,0},{0,0,1},{0,-1,1}},{{0,1,2},{0,2,3}},{1,1,2})"
28,3,12,13,false,"{{1,1,1},{0,1,2},{1,1,0},{0,1,1},{1,1,-1},{1,0,2},{0,1,0},{1,0,1},{0,0,2},{1,0,0},{0,1,-1},{0,0,1},{0,0,0}}","{{1,1,3,4,6,2,9,7,8,15,16,19,35},{0,1,0,3,0,1,6,3,7,6,10,15,26},{0,0,1,1,3,0,4,2,2,7,9,8,19},{0,0,0,1,0,0,3,1,2,3,6,7,15},{0,T^2,0,0,1,T^2,1,0,T^2,2,4,2,8},{0,0,0,0,0,1,0,3,4,6,0,9,16},{0,0,0,0,0,0,1,0,0,1,3,2,7},{0,0,0,0,0,0,0,1,1,3,0,4,9},{0,0,0,0,0,0,0,0,1,0,0,3,6},{0,0,0,0,0,0,0,0,0,1,0,1,4},{0,T^2,0,0,0,T^2,0,0,T^2,0,1,0,2},{0,0,0,0,0,0,0,0,0,0,0,1,3},{0,0,0,0,0,0,0,0,0,0,0,0,1}}","({{1,0,0},{0,1,0},{-1,1,0},{1,0,-1},{0,1,-1},{0,0,1}},{{0,1,4},{1,2,5},{0,1,5},{0,3,4},{1,2,4}},{2,3,1})"
29,3,12,12,true,"{{2,1,1},{2,0,1},{2,1,0},{1,1,1},{2,0,0},{1,0,1},{1,1,0},{0,1,1},{1,0,0},{0,0,1},{0,1,0},{0,0,0}}","{{1,2,2,5,4,9,9,15,16,25,25,41},{0,1,0,1,2,5,2,5,9,15,9,25},{0,0,1,1,2,2,5,5,9,9,15,25},{0,0,0,1,0,2,2,5,4,9,9,16},{0,0,0,0,1,1,1,1,5,5,5,15},{0,0,0,0,0,1,0,1,2,5,2,9},{0,0,0,0,0,0,1,1,2,2,5,9},{0,0,0,0,0,0,0,1,0,2,2,4},{0,0,0,0,0,0,0,0,1,1,1,5},{0,0,0,0,0,0,0,0,0,1,0,2},{0,0,0,0,0,0,0,0,0,0,1,2},{0,0,0,0,0,0,0,0,0,0,0,1}}","({{1,0,0},{1,-1,0},{0,1,0},{1,0,-1},{0,0,1}},{{0,1,3},{0,2,4},{0,2,3},{0,1,4}},{2,1,1})"
30,3,12,14,false,"{{1,1,2},{1,1,1},{0,1,2},{1,1,0},{0,1,1},{1,1,-1},{1,0,2},{0,1,0},{1,0,1},{0,0,2},{0,1,-1},{1,0,0},{0,0,1},{0,0,0}}","{{1,3,2,6,6,10,8,12,16,15,20,27,29,48},{0,1,0,3,2,6,3,6,8,6,12,16,15,29},{0,0,1,0,3,0,1,6,3,8,10,6,16,27},{0,0,0,1,0,3,1,2,3,2,6,8,6,15},{0,0,0,0,1,0,0,3,1,3,6,3,8,16},{T^2,0,2*T^2,0,0,1,2*T^2,0,1,3*T^2,2,3,2,6},{0,0,0,0,0,0,1,0,3,2,0,6,6,12},{0,0,0,0,0,0,0,1,0,1,3,1,3,8},{0,0,0,0,0,0,0,0,1,0,0,3,2,6},{0,0,0,0,0,0,0,0,0,1,0,0,3,6},{0,0,T^2,0,0,0,T^2,0,0,2*T^2,1,0,1,3},{0,0,0,0,0,0,0,0,0,0,0,1,0,2},{0,0,0,0,0,0,0,0,0,0,0,0,1,3},{0,0,0,0,0,0,0,0,0,0,0,0,0,1}}","({{1,0,0},{0,1,0},{-1,1,0},{0,1,-2},{0,0,1}},{{1,2,4},{1,2,3},{0,1,3},{0,1,4}},{3,6,2})"
31,3,12,12,true,"{{1,1,2},{0,1,2},{1,1,1},{0,1,1},{1,0,2},{1,1,0},{0,0,2},{0,1,0},{1,0,1},{0,0,1},{1,0,0},{0,0,0}}","{{1,2,3,6,5,6,9,12,12,21,22,38},{0,1,0,3,1,0,5,6,3,12,6,22},{0,0,1,2,1,3,2,6,5,9,12,21},{0,0,0,1,0,0,1,3,1,5,3,12},{0,0,0,0,1,0,2,0,3,6,6,12},{0,0,0,0,0,1,0,2,1,2,5,9},{0,0,0,0,0,0,1,0,0,3,0,6},{0,0,0,0,0,0,0,1,0,1,1,5},{0,0,0,0,0,0,0,0,1,2,3,6},{0,0,0,0,0,0,0,0,0,1,0,3},{0,0,0,0,0,0,0,0,0,0,1,2},{0,0,0,0,0,0,0,0,0,0,0,1}}","({{1,0,0},{0,1,0},{-1,1,0},{0,1,-1},{0,0,1}},{{0,1,3},{1,2,4},{0,1,4},{1,2,3}},{1,2,1})"
32,3,13,17,false,"{{2,0,1},{1,1,0},{2,-1,2},{0,2,-1},{1,0,1},{1,-1,2},{0,1,0},{2,0,0},{-1,2,-1},{0,0,1},{-1,1,0},{1,1,-1},{2,-1,1},{1,0,0},{1,-1,1},{0,1,-1},{0,0,0}}","{{1,2,2,3,5,8,8,9,11,14,20,13,16,25,38,34,54},{0,1,0,2,2,3,5,5,8,8,14,9,8,16,23,25,38},{0,0,1,T^2,2,5,3,3,4+T^2,8,11,4,9,13,25,17,34},{0,0,T^2,1,0,T^2,2,2,5,3,8,5,3,8,11,16,23},{0,0,0,0,1,2,2,2,3,5,8,3,5,9,16,13,25},{0,0,0,T^2,0,1,0,0,T^2,2,3,0,2,3,9,4,13},{0,0,0,0,0,0,1,1,2,2,5,2,2,5,8,9,16},{0,0,0,0,0,0,0,1,0,0,0,2,2,5,8,8,14},{T^2,0,3*T^2,0,0,T^2,0,T^2,1,0,2,1,2*T^2,2,3,5,8},{0,0,0,0,0,0,0,0,0,1,2,0,1,2,5,3,9},{0,0,T^2,0,0,0,0,0,0,0,1,0,T^2,1,2,2,5},{0,0,T^2,0,0,T^2,0,0,0,0,0,1,0,2,3,5,8},{0,0,0,T^2,0,0,0,0,T^2,0,0,0,1,2,5,3,8},{0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5},{0,0,0,T^2,0,0,0,0,T^2,0,0,0,0,0,1,0,2},{0,0,T^2,0,0,T^2,0,0,0,0,0,0,0,0,0,1,2},{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1}}","({{1,0,0},{0,1,0},{-2,1,0},{0,1,-1},{0,0,1},{1,-1,1}},{{0,1,3},{0,4,5},{1,2,3},{2,4,5},{0,1,4},{1,2,4}},{2,5,4})"
33,3,13,15,false,"{{2,0,2},{1,1,1},{1,0,2},{0,1,1},{2,0,1},{0,0,2},{-1,1,1},{1,1,0},{1,0,1},{0,1,0},{2,0,0},{0,0,1},{-1,1,0},{1,0,0},{0,0,0}}","{{1,1,3,3,5,6,6,5,12,12,15,22,22,31,53},{0,1,1,3,3,3,6,5,8,12,12,16,22,25,44},{0,0,1,1,1,3,3,1,5,5,5,12,12,15,31},{0,0,0,1,1,1,3,1,3,5,5,8,12,12,25},{0,0,0,0,1,0,0,1,3,3,5,6,6,12,22},{0,0,0,0,0,1,1,0,1,1,1,5,5,5,15},{T^2,0,0,0,2*T^2,0,1,0,1,1,1+3*T^2,3,5,5,12},{0,0,0,0,0,0,0,1,1,3,3,3,6,8,16},{0,0,0,0,0,0,0,0,1,1,1,3,3,5,12},{0,0,0,0,0,0,0,0,0,1,1,1,3,3,8},{0,0,0,0,0,0,0,0,0,0,1,0,0,3,6},{0,0,0,0,0,0,0,0,0,0,0,1,1,1,5},{0,0,0,0,T^2,0,0,0,0,0,2*T^2,0,1,1,3},{0,0,0,0,0,0,0,0,0,0,0,0,0,1,3},{0,0,0,0,0,0,0,0,0,0,0,0,0,0,1}}","({{1,0,0},{0,1,0},{-2,1,0},{0,1,-1},{0,0,1},{1,-1,1}},{{1,2,4},{0,1,3},{1,2,3},{2,4,5},{0,1,4},{0,4,5}},{2,5,4})"
34,3,13,15,false,"{{2,0,1},{1,1,0},{2,-1,2},{0,2,-1},{1,0,1},{2,0,0},{0,1,0},{1,1,-1},{2,-1,1},{1,-1,2},{0,0,1},{1,0,0},{1,-1,1},{0,1,-1},{0,0,0}}","{{1,2,2,3,5,3,8,5,7,8,14,13,22,19,34},{0,1,0,2,2,1,5,3,2,3,8,7,11,13,22},{0,0,1,T^2,2,0,3,0,3,5,8,5,13,7,19},{0,0,T^2,1,0,0,2,1,0,T^2,3,2,3,7,11},{0,0,0,0,1,0,2,0,1,2,5,3,7,5,13},{0,0,0,0,0,1,0,2,2,0,0,5,8,8,14},{0,0,0,0,0,0,1,0,0,0,2,1,2,3,7},{0,0,T^2,0,0,0,0,1,0,T^2,0,2,3,5,8},{0,0,0,T^2,0,0,0,0,1,0,0,2,5,3,8},{0,0,0,T^2,0,0,0,0,0,1,2,0,3,0,5},{0,0,0,0,0,0,0,0,0,0,1,0,1,0,3},{0,0,0,0,0,0,0,0,0,0,0,1,2,2,5},{0,0,0,T^2,0,0,0,0,0,0,0,0,1,0,2},{0,0,T^2,0,0,0,0,0,0,T^2,0,0,0,1,2},{0,0,0,0,0,0,0,0,0,0,0,0,0,0,1}}","({{1,0,0},{0,1,0},{-1,1,0},{0,1,-1},{0,0,1},{1,-1,1}},{{0,1,4},{0,1,3},{0,4,5},{1,2,3},{1,2,4}},{2,3,2})"
